Music,Private Room,Music Played,Mood,Music Genre
DO,Room3,yes,Neutral,2
ED,Room3,yes,Happy,1
WE,Room3,yes,Happy,2
H0,Room3,yes,Happy,H0
TO,Room3,yes,Happy,2
LG,Room3,yes,Sad,3
KI,Room3,yes,Happy,3
H0,Room3,yes,Neutral,H0
H0,Room3,yes,Happy,H0
H0,Room3,yes,Sad,H0
SS,Room3,yes,Neutral,2
VO,Room3,yes,Happy,2
H0,Room3,yes,Sad,H0
WA,Room3,yes,Sad,3
LI,Room3,yes,Neutral,1
H0,Room3,yes,Neutral,H0
BT,Room3,yes,Neutral,1
BT,Room3,yes,Happy,1
MA,Room3,yes,Neutral,3
RS,Room3,yes,Happy,3
S1,Room3,yes,Sad,S1
IN,Room3,yes,Sad,3
PW,Room3,yes,Happy,1
AR,Room3,yes,Happy,2
MT,Room3,yes,Happy,3
LB,Room3,yes,Neutral,1
SC,Room3,yes,Happy,2
CL,Room3,yes,Sad,2
H0,Room3,yes,Neutral,H0
H0,Room3,yes,Sad,H0
MT,Room3,yes,Happy,3
NN,Room3,yes,Neutral,1
BL,Room3,yes,Sad,3
H0,Room3,yes,Happy,H0
NN,Room3,yes,Sad,1
PW,Room3,yes,Sad,1
AV,Room3,yes,Sad,2
AI,Room3,yes,Happy,3
BU,Room3,yes,Happy,3
S1,Room3,yes,Sad,S1
KI,Room3,yes,Neutral,3
AI,Room3,yes,Sad,3
BU,Room3,yes,Neutral,3
H0,Room3,yes,Happy,H0
H0,Room3,yes,Happy,H0
PW,Room3,yes,Sad,1
H0,Room3,yes,Happy,H0
RG,Room3,yes,Sad,2
UP,Room3,yes,Sad,1
PW,Room3,yes,Happy,1
BZ,Room3,yes,Neutral,3
BL,Room3,yes,Happy,3
W1,Room3,yes,Sad,W1
S1,Room3,yes,Neutral,S1
IN,Room3,yes,Neutral,3
BU,Room3,yes,Happy,3
KI,Room3,yes,Sad,3
EG,Room3,yes,Happy,3
S1,Room3,yes,Sad,S1
H0,Room3,yes,Neutral,H0
WA,Room3,yes,Sad,3
BP,Room3,yes,Sad,2
ME,Room3,yes,Happy,1
KE,Room3,yes,Sad,2
EG,Room3,yes,Happy,3
MM,Room3,yes,Sad,3
ME,Room3,yes,Sad,1
PW,Room3,yes,Neutral,1
TH,Room3,yes,Happy,2
DA,Room3,yes,Neutral,3
EG,Room3,yes,Happy,3
PW,Room3,yes,Happy,1
LI,Room3,yes,Happy,1
LI,Room3,yes,Sad,1
MT,Room3,yes,Sad,3
AV,Room3,yes,Sad,2
JE,Room3,yes,Happy,3
H0,Room3,yes,Sad,H0
H0,Room3,yes,Sad,H0
CG,Room3,yes,Happy,2
BU,Room3,yes,Sad,3
LI,Room3,yes,Sad,1
WC,Room3,yes,Sad,2
CB,Room3,yes,Happy,2
EG,Room3,yes,Sad,3
BT,Room3,yes,Sad,1
EG,Room3,yes,Sad,3
LI,Room3,yes,Neutral,1
H0,Room3,yes,Sad,H0
WB,Room3,yes,Happy,3
LI,Room3,yes,Neutral,1
NO,Room3,yes,Happy,3
RO,Room3,yes,Neutral,3
UP,Room3,yes,Sad,1
MA,Room3,yes,Sad,3
WW,Room3,yes,Happy,2
ED,Room3,yes,Happy,1
CB,Room3,yes,Sad,2
ME,Room3,yes,Neutral,1
EG,Room3,yes,Sad,3
CL,Room3,yes,Happy,2
CG,Room3,yes,Sad,2
IN,Room3,yes,Sad,3
RS,Room3,yes,Happy,3
NN,Room3,yes,Sad,1
SH,Room3,yes,Neutral,2
LI,Room3,yes,Neutral,1
ED,Room3,yes,Sad,1
HE,Room3,yes,Sad,2
BZ,Room3,yes,Sad,3
LO,Room3,yes,Sad,3
BE,Room3,yes,Happy,3
RO,Room3,yes,Neutral,3
WR,Room3,yes,Sad,2
OM,Room3,yes,Happy,OM
OM,Room3,yes,Sad,OM
UP,Room3,yes,Sad,1
S1,Room3,yes,Happy,S1
H0,Room3,yes,Neutral,H0
RS,Room3,yes,Sad,3
AI,Room3,yes,Happy,3
BE,Room3,yes,Happy,3
W1,Room3,yes,Neutral,W1
JM,Room3,yes,Happy,2
LG,Room3,yes,Happy,3
ME,Room3,yes,Sad,1
HA,Room3,yes,Sad,2
H0,Room3,yes,Happy,H0
LO,Room3,yes,Sad,3
BE,Room3,yes,Sad,3
S1,Room3,yes,Sad,S1
BR,Room3,yes,Sad,2
H0,Room3,yes,Sad,H0
BU,Room3,yes,Happy,3
AU,Room3,yes,Sad,2
WR,Room3,yes,Sad,2
H0,Room3,yes,Happy,H0
BT,Room3,yes,Neutral,1
H0,Room3,yes,Happy,H0
AV,Room3,yes,Sad,2
BL,Room3,yes,Sad,3
MT,Room3,yes,Sad,3
NO,Room3,yes,Neutral,3
DO,Room3,yes,Sad,2
CB,Room3,yes,Sad,2
HE,Room3,yes,Neutral,2
WT,Room3,yes,Happy,1
CL,Room3,yes,Happy,2
SS,Room3,yes,Happy,2
SS,Room3,yes,Sad,2
BE,Room3,yes,Sad,3
S1,Room3,yes,Happy,S1
AU,Room3,yes,Happy,2
DA,Room3,yes,Neutral,3
RG,Room3,yes,Neutral,2
RO,Room3,yes,Happy,3
BU,Room3,yes,Sad,3
EG,Room3,yes,Sad,3
WE,Room3,yes,Happy,2
PO,Room3,yes,Happy,3
OR,Room3,yes,Sad,3
H0,Room3,yes,Happy,H0
RG,Room3,yes,Happy,2
H0,Room3,yes,Neutral,H0
DA,Room3,yes,Happy,3
H0,Room3,yes,Neutral,H0
H0,Room3,yes,Happy,H0
W1,Room3,yes,Happy,W1
BE,Room3,yes,Happy,3
EG,Room3,yes,Sad,3
NO,Room3,yes,Neutral,3
H0,Room3,yes,Sad,H0
BU,Room3,yes,Happy,3
NN,Room3,yes,Happy,1
RS,Room3,yes,Happy,3
W1,Room3,yes,Happy,W1
AV,Room3,yes,Neutral,2
H0,Room3,yes,Sad,H0
GG,Room3,yes,Neutral,2
WT,Room3,yes,Happy,1
RG,Room3,yes,Sad,2
BT,Room3,yes,Sad,1
KE,Room3,yes,Sad,2
H0,Room3,yes,Sad,H0
BU,Room3,yes,Happy,3
UP,Room3,yes,Neutral,1
H0,Room3,yes,Sad,H0
WE,Room3,yes,Neutral,2
,Room3,yes,Neutral,
BU,Room3,yes,Happy,3
BZ,Room3,yes,Neutral,3
BU,Room3,yes,Sad,3
LB,Room3,yes,Sad,1
SS,Room3,yes,Happy,2
H0,Room3,yes,Neutral,H0
H0,Room3,yes,Neutral,H0
W1,Room3,yes,Happy,W1
CB,Room3,yes,Neutral,2
WY,Room3,yes,Neutral,2
BU,Room3,yes,Sad,3
PO,Room3,yes,Neutral,3
H0,Room3,yes,Neutral,H0
WW,Room3,yes,Sad,2
WW,Room3,yes,Happy,2
BP,Room3,yes,Happy,2
PW,Room3,yes,Happy,1
SC,Room3,yes,Neutral,2
SC,Room3,yes,Sad,2
SC,Room3,yes,Happy,2
IN,Room3,yes,Happy,3
BE,Room3,yes,Happy,3
OM,Room3,yes,Sad,OM
WW,Room3,yes,Neutral,2
,Room3,yes,Sad,
S1,Room3,yes,Happy,S1
H0,Room3,yes,Neutral,H0
LB,Room3,yes,Happy,1
S1,Room3,yes,Sad,S1
AI,Room3,yes,Happy,3
WT,Room3,yes,Sad,1
MC,Room3,yes,Neutral,2
BT,Room3,yes,Happy,1
OM,Room3,yes,Happy,OM
CB,Room3,yes,Sad,2
,Room3,yes,Neutral,
AI,Room3,yes,Sad,3
H0,Room3,yes,Happy,H0
UP,Room3,yes,Happy,1
CB,Room3,yes,Neutral,2
ED,Room3,yes,Happy,1
LV,Room3,yes,Happy,2
LV,Room3,yes,Neutral,2
LV,Room3,yes,Happy,2
H0,Room3,yes,Neutral,H0
LV,Room3,yes,Sad,2
LV,Room3,yes,Sad,2
LV,Room3,yes,Sad,2
ED,Room3,yes,Sad,1
LG,Room3,yes,Sad,3
DA,Room3,yes,Sad,3
AV,Room3,yes,Neutral,2
ED,Room3,yes,Sad,1
BU,Room3,yes,Neutral,3
KI,Room3,yes,Sad,3
MT,Room3,yes,Happy,3
RS,Room3,yes,Happy,3
MT,Room3,yes,Neutral,3
NO,Room3,yes,Happy,3
H0,Room3,yes,Happy,H0
UP,Room3,yes,Happy,1
OR,Room3,yes,Happy,3
RS,Room3,yes,Sad,3
UP,Room3,yes,Neutral,1
UP,Room3,yes,Sad,1
CB,Room3,yes,Sad,2
OM,Room3,yes,Happy,OM
GG,Room3,yes,Happy,2
S1,Room3,yes,Sad,S1
HU,Room3,yes,Sad,3
BU,Room3,yes,Happy,3
SO,Room3,yes,Neutral,2
H0,Room3,yes,Happy,H0
S1,Room3,yes,Sad,S1
H0,Room3,yes,Happy,H0
EG,Room3,yes,Neutral,3
LG,Room3,yes,Happy,3
W1,Room3,yes,Sad,W1
ED,Room3,yes,Sad,1
H0,Room3,yes,Happy,H0
RS,Room3,yes,Sad,3
AV,Room3,yes,Sad,2
DA,Room3,yes,Happy,3
MT,Room3,yes,Sad,3
WE,Room3,yes,Neutral,2
BU,Room3,yes,Neutral,3
AI,Room3,yes,Happy,3
GR,Room3,yes,Sad,2
MA,Room3,yes,Sad,3
LO,Room3,yes,Happy,3
LG,Room3,yes,Sad,3
BU,Room3,yes,Neutral,3
LG,Room3,yes,Happy,3
S1,Room3,yes,Neutral,S1
OM,Room3,yes,Sad,OM
OM,Room3,yes,Neutral,OM
BE,Room3,yes,Sad,3
RO,Room3,yes,Happy,3
LI,Room3,yes,Sad,1
BE,Room3,yes,Happy,3
MT,Room3,yes,Sad,3
AI,Room3,yes,Sad,3
WR,Room3,yes,Sad,2
H0,Room3,yes,Happy,H0
S1,Room3,yes,Sad,S1
H0,Room3,yes,Neutral,H0
S1,Room3,yes,Neutral,S1
BU,Room3,yes,Neutral,3
S1,Room3,yes,Happy,S1
H0,Room3,yes,Neutral,H0
H0,Room3,yes,Neutral,H0
OM,Room3,yes,Happy,OM
H0,Room3,yes,Sad,H0
WT,Room3,yes,Happy,1
LI,Room3,yes,Sad,1
LB,Room3,yes,Sad,1
IN,Room3,yes,Happy,3
H0,Room3,yes,Sad,H0
EG,Room3,yes,Neutral,3
H0,Room3,yes,Sad,H0
AI,Room3,yes,Happy,3
AI,Room3,yes,Happy,3
H0,Room3,yes,Happy,H0
H0,Room3,yes,Happy,H0
H0,Room3,yes,Neutral,H0
DA,Room3,yes,Sad,3
ED,Room3,yes,Neutral,1
GA,Room3,yes,Neutral,2
NO,Room3,yes,Neutral,3
,Room3,yes,Happy,
WE,Room3,yes,Happy,2
H0,Room3,yes,Sad,H0
NN,Room3,yes,Happy,1
WR,Room3,yes,Neutral,2
NN,Room3,yes,Sad,1
H0,Room3,yes,Happy,H0
EG,Room3,yes,Sad,3
H0,Room3,yes,Happy,H0
RO,Room3,yes,Happy,3
MC,Room3,yes,Happy,2
H0,Room3,yes,Happy,H0
H0,Room3,yes,Happy,H0
BU,Room3,yes,Happy,3
JE,Room3,yes,Neutral,3
H0,Room3,yes,Sad,H0
W1,Room3,yes,Neutral,W1
AV,Room3,yes,Sad,2
EG,Room3,yes,Sad,3
BZ,Room3,yes,Sad,3
BZ,Room3,yes,Sad,3
H0,Room3,yes,Happy,H0
JE,Room3,yes,Happy,3
H0,Room3,yes,Happy,H0
PO,Room3,yes,Sad,3
LO,Room3,yes,Sad,3
H0,Room3,yes,Neutral,H0
RS,Room3,yes,Happy,3
WR,Room3,yes,Happy,2
WR,Room3,yes,Sad,2
WR,Room3,yes,Sad,2
RM,Room3,yes,Happy,3
ED,Room3,yes,Neutral,1
SS,Room3,yes,Happy,2
DA,Room3,yes,Happy,3
W1,Room3,yes,Happy,W1
H0,Room3,yes,Happy,H0
H0,Room3,yes,Sad,H0
EG,Room3,yes,Happy,3
S1,Room3,yes,Happy,S1
H0,Room3,yes,Sad,H0
H0,Room3,yes,Happy,H0
LB,Room3,yes,Happy,1
ED,Room3,yes,Happy,1
LG,Room3,yes,Sad,3
WR,Room3,yes,Happy,2
H0,Room3,yes,Sad,H0
MT,Room3,yes,Neutral,3
,Room3,yes,Sad,
UP,Room3,yes,Sad,1
BE,Room3,yes,Sad,3
H0,Room3,yes,Happy,H0
H0,Room3,yes,Happy,H0
UP,Room3,yes,Happy,1
S1,Room3,yes,Happy,S1
WP,Room3,yes,Happy,2
NN,Room3,yes,Happy,1
H0,Room3,yes,Sad,H0
LI,Room3,yes,Happy,1
ED,Room3,yes,Neutral,1
S1,Room3,yes,Happy,S1
H0,Room3,yes,Neutral,H0
H0,Room3,yes,Neutral,H0
HU,Room3,yes,Sad,3
NN,Room3,yes,Happy,1
BP,Room3,yes,Happy,2
RO,Room3,yes,Happy,3
LV,Room3,yes,Neutral,2
LB,Room3,yes,Happy,1
H0,Room3,yes,Sad,H0
LG,Room3,yes,Happy,3
PO,Room3,yes,Happy,3
JE,Room3,yes,Happy,3
ME,Room3,yes,Happy,1
SS,Room3,yes,Happy,2
CH,Room3,yes,Happy,3
WW,Room3,yes,Happy,2
WB,Room3,yes,Happy,3
WB,Room3,yes,Neutral,3
AV,Room3,yes,Happy,2
H0,Room3,yes,Sad,H0
S1,Room3,yes,Neutral,S1
PO,Room3,yes,Sad,3
BT,Room3,yes,Happy,1
ME,Room3,yes,Neutral,1
TH,Room3,yes,Neutral,2
HU,Room3,yes,Happy,3
H0,Room3,yes,Sad,H0
OM,Room3,yes,Happy,OM
GA,Room3,yes,Happy,2
PW,Room3,yes,Sad,1
WC,Room3,yes,Happy,2
EG,Room3,yes,Sad,3
ED,Room3,yes,Sad,1
H0,Room3,yes,Happy,H0
DA,Room3,yes,Sad,3
W1,Room3,yes,Sad,W1
LB,Room3,yes,Neutral,1
GA,Room3,yes,Happy,2
UP,Room3,yes,Sad,1
,Room3,yes,Neutral,
H0,Room3,yes,Sad,H0
CH,Room3,yes,Neutral,3
ED,Room3,yes,Happy,1
RS,Room3,yes,Neutral,3
AV,Room3,yes,Sad,2
AV,Room3,yes,Sad,2
BZ,Room3,yes,Neutral,3
AV,Room3,yes,Neutral,2
S1,Room3,yes,Sad,S1
UP,Room3,yes,Sad,1
CN,Room3,yes,Happy,2
JM,Room3,yes,Sad,2
AV,Room3,yes,Sad,2
WY,Room3,yes,Neutral,2
RM,Room3,yes,Sad,3
IN,Room3,yes,Sad,3
BT,Room3,yes,Happy,1
OR,Room3,yes,Sad,3
HA,Room3,yes,Sad,2
JE,Room3,yes,Sad,3
WW,Room3,yes,Sad,2
CL,Room3,yes,Happy,2
LG,Room3,yes,Happy,3
H0,Room3,yes,Sad,H0
MT,Room3,yes,Sad,3
S1,Room3,yes,Happy,S1
CL,Room3,yes,Sad,2
MT,Room3,yes,Sad,3
H0,Room3,yes,Happy,H0
SC,Room3,yes,Sad,2
BZ,Room3,yes,Sad,3
BZ,Room3,yes,Happy,3
AI,Room3,yes,Sad,3
OR,Room3,yes,Neutral,3
CL,Room3,yes,Neutral,2
CL,Room3,yes,Happy,2
CL,Room3,yes,Sad,2
CL,Room3,yes,Sad,2
NN,Room3,yes,Neutral,1
AI,Room3,yes,Happy,3
JM,Room3,yes,Sad,2
OM,Room3,yes,Happy,OM
BZ,Room3,yes,Sad,3
S1,Room3,yes,Happy,S1
,Room3,yes,Neutral,
NO,Room3,yes,Happy,3
MT,Room3,yes,Sad,3
CO,Room3,yes,Happy,2
W1,Room3,yes,Neutral,W1
H0,Room3,yes,Neutral,H0
SC,Room3,yes,Neutral,2
W1,Room3,yes,Sad,W1
VO,Room3,yes,Sad,2
VO,Room3,yes,Happy,2
VO,Room3,yes,Happy,2
VO,Room3,yes,Happy,2
VO,Room3,yes,Happy,2
BP,Room3,yes,Happy,2
KE,Room3,yes,Sad,2
HE,Room3,yes,Happy,2
MT,Room3,yes,Happy,3
MT,Room3,yes,Happy,3
MT,Room3,yes,Neutral,3
MT,Room3,yes,Neutral,3
BT,Room3,yes,Happy,1
LG,Room3,yes,Neutral,3
RM,Room3,yes,Happy,3
MA,Room3,yes,Sad,3
H0,Room3,yes,Happy,H0
BT,Room3,yes,Happy,1
LB,Room3,yes,Sad,1
LB,Room3,yes,Happy,1
NO,Room3,yes,Sad,3
LI,Room3,yes,Happy,1
H0,Room3,yes,Sad,H0
S1,Room3,yes,Happy,S1
TO,Room3,yes,Sad,2
CL,Room3,yes,Neutral,2
MT,Room3,yes,Happy,3
GA,Room3,yes,Happy,2
RG,Room3,yes,Sad,2
AR,Room3,yes,Happy,2
RG,Room3,yes,Sad,2
RG,Room3,yes,Neutral,2
RO,Room3,yes,Sad,3
LB,Room3,yes,Happy,1
LB,Room3,yes,Happy,1
UP,Room3,yes,Sad,1
NO,Room3,yes,Happy,3
H0,Room3,yes,Happy,H0
CL,Room3,yes,Happy,2
CL,Room3,yes,Sad,2
CL,Room3,yes,Sad,2
WB,Room3,yes,Happy,3
H0,Room3,yes,Sad,H0
AR,Room3,yes,Sad,2
IN,Room3,yes,Sad,3
SC,Room3,yes,Happy,2
S1,Room3,yes,Sad,S1
H0,Room3,yes,Sad,H0
BZ,Room3,yes,Sad,3
H0,Room3,yes,Happy,H0
WR,Room3,yes,Happy,2
BZ,Room3,yes,Sad,3
RS,Room3,yes,Happy,3
S1,Room3,yes,Sad,S1
WT,Room3,yes,Happy,1
GA,Room3,yes,Neutral,2
BZ,Room3,yes,Happy,3
WC,Room3,yes,Sad,2
BZ,Room3,yes,Sad,3
S1,Room3,yes,Happy,S1
S1,Room3,yes,Happy,S1
CL,Room3,yes,Sad,2
ME,Room3,yes,Sad,1
NO,Room3,yes,Happy,3
SS,Room3,yes,Happy,2
WB,Room3,yes,Neutral,3
H0,Room3,yes,Neutral,H0
H0,Room3,yes,Happy,H0
LB,Room3,yes,Sad,1
AR,Room3,yes,Neutral,2
AR,Room3,yes,Happy,2
DU,Room3,yes,Neutral,3
WE,Room3,yes,Sad,2
MT,Room3,yes,Happy,3
MT,Room3,yes,Happy,3
MT,Room3,yes,Sad,3
MT,Room3,yes,Sad,3
MM,Room3,yes,Happy,3
HA,Room3,yes,Sad,2
CL,Room3,yes,Sad,2
AR,Room3,yes,Neutral,2
AR,Room3,yes,Neutral,2
S1,Room3,yes,Sad,S1
BL,Room3,yes,Sad,3
BZ,Room3,yes,Happy,3
ED,Room3,yes,Neutral,1
AV,Room3,yes,Sad,2
UP,Room3,yes,Happy,1
H0,Room3,yes,Sad,H0
PU,Room3,yes,Sad,2
RO,Room3,yes,Neutral,3
CN,Room3,yes,Happy,2
WT,Room3,yes,Sad,1
WR,Room3,yes,Happy,2
LG,Room3,yes,Sad,3
OM,Room3,yes,Happy,OM
BL,Room3,yes,Happy,3
BT,Room3,yes,Neutral,1
KE,Room3,yes,Happy,2
HU,Room3,yes,Neutral,3
H0,Room3,yes,Neutral,H0
JM,Room3,yes,Happy,2
OM,Room3,yes,Sad,OM
LV,Room3,yes,Sad,2
S1,Room3,yes,Neutral,S1
NN,Room3,yes,Neutral,1
UP,Room3,yes,Happy,1
AI,Room3,yes,Sad,3
S1,Room3,yes,Happy,S1
ED,Room3,yes,Sad,1
H0,Room3,yes,Happy,H0
OM,Room3,yes,Happy,OM
WP,Room3,yes,Sad,2
WR,Room3,yes,Sad,2
TH,Room3,yes,Happy,2
BT,Room3,yes,Sad,1
PW,Room3,yes,Happy,1
AR,Room3,yes,Sad,2
H0,Room3,yes,Sad,H0
H0,Room3,yes,Neutral,H0
AV,Room3,yes,Happy,2
H0,Room3,yes,Sad,H0
BE,Room3,yes,Sad,3
W1,Room3,yes,Neutral,W1
SC,Room3,yes,Neutral,2
SC,Room3,yes,Neutral,2
SC,Room3,yes,Happy,2
RS,Room3,yes,Sad,3
BZ,Room3,yes,Neutral,3
WC,Room3,yes,Neutral,2
RG,Room3,yes,Neutral,2
LI,Room3,yes,Neutral,1
LI,Room3,yes,Sad,1
MT,Room3,yes,Happy,3
PW,Room3,yes,Sad,1
S1,Room3,yes,Happy,S1
BL,Room3,yes,Sad,3
EG,Room3,yes,Neutral,3
WT,Room3,yes,Happy,1
W1,Room3,yes,Neutral,W1
W1,Room3,yes,Sad,W1
WT,Room3,yes,Sad,1
H0,Room3,yes,Sad,H0
RO,Room3,yes,Happy,3
CL,Room3,yes,Happy,2
BE,Room3,yes,Happy,3
PW,Room3,yes,Sad,1
OM,Room3,yes,Happy,OM
SS,Room3,yes,Happy,2
W1,Room3,yes,Happy,W1
H0,Room3,yes,Neutral,H0
H0,Room3,yes,Sad,H0
LI,Room3,yes,Happy,1
NN,Room3,yes,Sad,1
H0,Room3,yes,Sad,H0
H0,Room3,yes,Happy,H0
LB,Room3,yes,Happy,1
BR,Room3,yes,Neutral,2
H0,Room3,yes,Sad,H0
LE,Room3,yes,Happy,2
H0,Room3,yes,Happy,H0
H0,Room3,yes,Sad,H0
BL,Room3,yes,Happy,3
S1,Room3,yes,Sad,S1
LB,Room3,yes,Happy,1
MA,Room3,yes,Neutral,3
KE,Room3,yes,Happy,2
H0,Room3,yes,Sad,H0
AV,Room3,yes,Sad,2
H0,Room3,yes,Happy,H0
WW,Room3,yes,Sad,2
GG,Room3,yes,Happy,2
EG,Room3,yes,Sad,3
BZ,Room3,yes,Neutral,3
EG,Room3,yes,Neutral,3
W1,Room3,yes,Happy,W1
LI,Room3,yes,Happy,1
BU,Room3,yes,Happy,3
AV,Room3,yes,Happy,2
S1,Room3,yes,Neutral,S1
WW,Room3,yes,Sad,2
,Room3,yes,Sad,
LO,Room3,yes,Sad,3
S1,Room3,yes,Sad,S1
GR,Room3,yes,Neutral,2
UP,Room3,yes,Sad,1
H0,Room3,yes,Neutral,H0
S1,Room3,yes,Happy,S1
LB,Room3,yes,Happy,1
LB,Room3,yes,Neutral,1
NP,Room3,yes,Sad,2
ED,Room3,yes,Neutral,1
WT,Room3,yes,Sad,1
JE,Room3,yes,Sad,3
HE,Room3,yes,Happy,2
SS,Room3,yes,Happy,2
MT,Room3,yes,Sad,3
WW,Room3,yes,Neutral,2
CN,Room3,yes,Happy,2
H0,Room3,yes,Neutral,H0
WE,Room3,yes,Sad,2
UP,Room3,yes,Sad,1
NN,Room3,yes,Neutral,1
GR,Room3,yes,Sad,2
GG,Room3,yes,Neutral,2
PO,Room3,yes,Sad,3
H0,Room3,yes,Happy,H0
H0,Room3,yes,Neutral,H0
MA,Room3,yes,Happy,3
ME,Room3,yes,Happy,1
NO,Room3,yes,Neutral,3
DO,Room3,yes,Sad,2
BU,Room3,yes,Neutral,3
LG,Room3,yes,Happy,3
RG,Room3,yes,Neutral,2
BZ,Room3,yes,Happy,3
BE,Room3,yes,Happy,3
CB,Room3,yes,Sad,2
WR,Room3,yes,Happy,2
EG,Room3,yes,Sad,3
JE,Room3,yes,Happy,3
JE,Room3,yes,Happy,3
JE,Room3,yes,Happy,3
JE,Room3,yes,Sad,3
JE,Room3,yes,Happy,3
JE,Room3,yes,Sad,3
S1,Room3,yes,Happy,S1
H0,Room3,yes,Happy,H0
RS,Room3,yes,Neutral,3
MC,Room3,yes,Neutral,2
MC,Room3,yes,Sad,2
WA,Room3,yes,Neutral,3
S1,Room3,yes,Neutral,S1
OM,Room3,yes,Happy,OM
OM,Room3,yes,Neutral,OM
BU,Room3,yes,Happy,3
BU,Room3,yes,Happy,3
BL,Room3,yes,Neutral,3
TH,Room3,yes,Sad,2
H0,Room3,yes,Sad,H0
,Room3,yes,Happy,
EG,Room3,yes,Neutral,3
BL,Room3,yes,Happy,3
VO,Room3,yes,Neutral,2
VO,Room3,yes,Neutral,2
MM,Room3,yes,Sad,3
S1,Room3,yes,Sad,S1
TH,Room3,yes,Happy,2
WT,Room3,yes,Happy,1
LB,Room3,yes,Sad,1
LV,Room3,yes,Sad,2
RO,Room3,yes,Happy,3
LI,Room3,yes,Neutral,1
AI,Room3,yes,Sad,3
BE,Room3,yes,Neutral,3
DA,Room3,yes,Sad,3
H0,Room3,yes,Neutral,H0
LI,Room3,yes,Sad,1
MT,Room3,yes,Sad,3
MT,Room3,yes,Sad,3
MT,Room3,yes,Neutral,3
LO,Room3,yes,Happy,3
BR,Room3,yes,Neutral,2
S1,Room3,yes,Happy,S1
S1,Room3,yes,Neutral,S1
H0,Room3,yes,Sad,H0
S1,Room3,yes,Happy,S1
H0,Room3,yes,Sad,H0
BL,Room3,yes,Sad,3
LB,Room3,yes,Neutral,1
OM,Room3,yes,Sad,OM
AR,Room3,yes,Happy,2
S1,Room3,yes,Neutral,S1
EG,Room3,yes,Neutral,3
UP,Room3,yes,Sad,1
ED,Room3,yes,Neutral,1
DA,Room3,yes,Sad,3
OR,Room3,yes,Neutral,3
WB,Room3,yes,Neutral,3
H0,Room3,yes,Sad,H0
JE,Room3,yes,Happy,3
EG,Room3,yes,Neutral,3
BE,Room3,yes,Happy,3
WR,Room3,yes,Neutral,2
RO,Room3,yes,Neutral,3
OM,Room3,yes,Sad,OM
OM,Room3,yes,Sad,OM
BL,Room3,yes,Sad,3
S1,Room3,yes,Happy,S1
RM,Room3,yes,Sad,3
JE,Room3,yes,Neutral,3
JE,Room3,yes,Happy,3
NO,Room3,yes,Happy,3
OM,Room3,yes,Sad,OM
CL,Room3,yes,Sad,2
SO,Room3,yes,Sad,2
WT,Room3,yes,Neutral,1
H0,Room3,yes,Sad,H0
H0,Room3,yes,Sad,H0
H0,Room3,yes,Sad,H0
H0,Room3,yes,Neutral,H0
H0,Room3,yes,Happy,H0
H0,Room3,yes,Neutral,H0
OR,Room3,yes,Sad,3
H0,Room3,yes,Sad,H0
H0,Room3,yes,Happy,H0
H0,Room3,yes,Happy,H0
CO,Room3,yes,Neutral,2
JE,Room3,yes,Sad,3
BZ,Room3,yes,Happy,3
WE,Room3,yes,Neutral,2
RM,Room3,yes,Neutral,3
JE,Room3,yes,Neutral,3
MA,Room3,yes,Sad,3
H0,Room3,yes,Neutral,H0
BU,Room3,yes,Sad,3
H0,Room3,yes,Happy,H0
H0,Room3,yes,Neutral,H0
CB,Room3,yes,Sad,2
,Room3,yes,Happy,
H0,Room3,yes,Happy,H0
H0,Room3,yes,Sad,H0
H0,Room3,yes,Happy,H0
LG,Room3,yes,Sad,3
NO,Room3,yes,Neutral,3
BZ,Room3,yes,Happy,3
WT,Room3,yes,Happy,1
TH,Room3,yes,Happy,2
S1,Room3,yes,Sad,S1
WP,Room3,yes,Happy,2
LI,Room3,yes,Happy,1
,Room3,yes,Sad,
W1,Room3,yes,Happy,W1
ED,Room3,yes,Happy,1
WR,Room3,yes,Happy,2
GG,Room3,yes,Neutral,2
GG,Room3,yes,Happy,2
OM,Room3,yes,Neutral,OM
CH,Room3,yes,Happy,3
LI,Room3,yes,Happy,1
W1,Room3,yes,Sad,W1
WB,Room3,yes,Happy,3
NP,Room3,yes,Happy,2
NP,Room3,yes,Neutral,2
WY,Room3,yes,Happy,2
BU,Room3,yes,Happy,3
AI,Room3,yes,Happy,3
IN,Room3,yes,Neutral,3
H0,Room3,yes,Neutral,H0
NN,Room3,yes,Happy,1
PW,Room3,yes,Neutral,1
CL,Room3,yes,Neutral,2
CL,Room3,yes,Sad,2
AU,Room3,yes,Sad,2
AV,Room3,yes,Happy,2
BR,Room3,yes,Happy,2
BL,Room3,yes,Neutral,3
H0,Room3,yes,Sad,H0
SS,Room3,yes,Happy,2
WT,Room3,yes,Neutral,1
S1,Room3,yes,Happy,S1
BL,Room3,yes,Sad,3
BL,Room3,yes,Happy,3
NO,Room3,yes,Sad,3
BZ,Room3,yes,Happy,3
GA,Room3,yes,Happy,2
S1,Room3,yes,Sad,S1
AI,Room3,yes,Neutral,3
EG,Room3,yes,Sad,3
H0,Room3,yes,Sad,H0
H0,Room3,yes,Happy,H0
ED,Room3,yes,Neutral,1
JE,Room3,yes,Sad,3
S1,Room3,yes,Sad,S1
LB,Room3,yes,Happy,1
WB,Room3,yes,Neutral,3
BZ,Room3,yes,Sad,3
